,content,supportUkraine
1414,Ukraine postpones Mariupol evacuation as Russian shelling continuesOfficials in the southeastern Ukrainian city of Mariupol say they have postponed the evacuation of r... #StandWithUkraine  https://t.co/4b7lx3pw0m,0
1415,"“I stand with Ukraine/Russia “

How bout you stand next to some bitches 🤦🏾‍♂️🗣💯",0
1416,"@Ukraine66251776 #British #Nazi for brothers #NaziUkraine But finally that's will not work. #Russia is not Iraq nor Libya. This war has shown the true face of #EU #NATO #USA who have expansionist aims to dominate the world alone exact policy of white #racists supremacists.
#RussiaUkraineWar",1
1417,"#StandWithUkraine
Find out more here: https://t.co/bKEH3ZCJFM https://t.co/7rL8bZXgAh",0
1418,"@MFA_Ukraine #StandWithUkraine 🇺🇦🕊
💥Excellent Video 🏆",0
1419,"Rest in Power, Captain #ValeriyChybineiev. 🇺🇦

#HeroOfUkraine #StandWithUkraine https://t.co/I6ccAArT89",0
1420,Zelensky is a BADASS &amp; Rick Scott is a traitorous testicle face #StandWithUkraine https://t.co/3is9NOTs6o,0
1421,"Smart move by #Germany to end the war in #Ukraine! The rest of #Europe should follow!
#IStandWithRussia https://t.co/2IIHyihOcw",1
1422,"""ST. VOLODYMYR #UKRAINIAN CATHEDRAL"", Toronto, Canada. 📷: James Rowan

In the 49 years that I lived in #Toronto, when I passed by this #church, I would marvel in its beauty of #architecture &amp; #art. Two days ago, I also thought of the beautiful people in it. 🇺🇦#StandWithUkraine https://t.co/Szh30gBzOK",0
1423,We are about 30-days away from moving into our old-new home. Today about 10 of our ⁦@ExpressNews⁩ staff received a walk through of the freshly renovated space. It will be great to be back together. Back to the 💡 https://t.co/8ektGwlk7c,0
1424,"@franakviacorka @AlexKokcharov @Tsihanouskaya #FreeBelarus' people NOW who are being held hostage by national &amp; global terrorists Lukashenka &amp; Putin! They also #StandWithUkraine against the arch-enemies who terrorize all of us on our sacred home planet Earth. We demand life &amp; our shared human rights.

https://t.co/6D6GZy0UbQ",0
1425,A picture that speaks a thousand words 💙💛 #StandWithUkraine https://t.co/FVTblqkh0P,0
1426,"INBOX: Ohio Sen. @robportman is in Ukraine today. He and other U.S. senators met with President Zelensky.  ""We will stand with Ukraine,"" Portman declared. https://t.co/yF0QenzFis",0
1427,"#blackmen will stand for this  #NaziUkraine #bullshit all for a few million! Damn! Complicit in our own demise!
#NFLDraft #NFLDraft2022 Sell out a$$ genocidal maniacs! WHAT!!!!!!! #NFLDraftDay #NFLTwitter https://t.co/NWxpHhqotR",1
1428,"This response is NOT befitting of the Foreign Affairs Minister of Canada.
#StandWithUkraine 🇺🇦 

#ctvqp https://t.co/kvhfVBLCeW",0
1429,@JacquiHeinrich Russia gas been a country of crime and corruption against its people. They murder anyone (citizens) that opposes him. Time for this Tyrant to go. Stand with Ukraine.,0
1430,"I'm waiting for a brave Member of NATO to send a squadron of fighters or a Brigade of Tanks to Ukraine...independent of NATO...to send the signal to NATO &amp; the Free World, that even the smallest member of NATO is brave enough to stand with Ukraine against the 2022 Hitler...PUTIN.",0
1431,"🌟🇺🇦🌟🌻🗽🌟🇺🇸🌟
1\
#DemocracyOverAutocracy
#StandWithUkraine
@ZelenskyyUa

#SendUkraine 🇺🇦
#RussianVodkas 🇷🇺

👏🏿👏🏽👏🏻👏👏🏼👏🏾

""Russia stood virtually isolated.  The resolution establishes the highest level of scrutiny the Council can create: a Commission of Inquiry."" https://t.co/6kKnYJwhLH",0
1432,"Happy Unity Day, #Ukraine! Latvia continues to #StandWithUkraine 👋 and its people! Any threats to Ukraine’s democracy and freedom are unacceptable. #UkrainianWave https://t.co/OmFmHAtrXp",0
1433,I am walking 300K Steps in 30 days to raise money for @Refugees for Ukrainian Refugees  #slavaUkraina #StandWithUkraine  #UNHCR  https://t.co/i0e7roy0Nt,0
1434,"I have both Polish &amp; Canadian ancestors. I #StandWithUkraine &amp; admire the bravery of the Ukrainians who have been fighting off the Russian orks for more than 7 YEARS.
Nobody has the right to tell any independent country what unions it should join. Terrorussia should be punished!",0
1435,05/03/2022 #StandWithUkraine #Ukraine #Kharkiv #kyiv #Odesa #Volnovakha #Sumy #Mariupol #Irpin #UkraineRussianWar **Not Verified** https://t.co/Mx9vI3NACy,0
1436,@SenBobCasey @ZelenskyyUa SEN Casey. Frustrated with you politicians saying we stand with Ukraine when you don't do enough. Sanction Russian oil companies now. Allow US oil companies to produce to drive down oil prices. Both will hurt Putin. Otherwise you line Putins pockets.,0
1437,"""The 🇬🇧 government is not in dispute with 🇷🇺 ... but it does take issue with the malign activity of the Kremlin."" @BWallaceMP 

Both the UK and Norway stand with #Ukraine against Russia's campaign of disinformation and aggression 👇 @thetimes
https://t.co/gWtDK2kksU",0
1438,"🇺🇦
Ukraine 
#RussiaUkraineWar
#StopWarInUkraine
#Kyiv #StandWithUkraine
#Zelensky 
@ZelenskyyUaaa 
@ZelenskyyUa9 https://t.co/aqTgiWT5tu",0
1439,"Report: Lakers do not want to fire Vogel (at least before season ends) The loss to the Pelicans was a new low point in the Lakers season, then four nights later the Clippe... #StandWithUkraine https://t.co/rtvB6qmghh",0
1440,"Yesterday it became known that a large group of Israeli ""volunteers"" went to Kiev to help the Ukrainians.  Did the descendants of those very Jews who survived the Holocaust decide to help the Nazis?! #war #NaziUkraine #naziisraeli #Ukraine #UkraineRussiaWar #Israel https://t.co/cp7cqqowrB",1
1441,"@GRAYWizardsays @barnes_law @EdwardNorton @FBI @CIA @POTUS Bet there are tonnes of Antifa who ""stand with Ukraine""",0
1442,@wilnerhotline Also good news for the ROI of the Pac-12.  A rising tide lifts all boats.  Including my @UW_Football,0
1443,"just being sarcastic.. for the record
Duh!!
#Twitter #Azov #slavaUkraina #Ukraine #StopPutinNOW #Zelenskiy #Russia #Parenthood #healthylifestyle  #SummerCamp #NaziUkraine #AzovBattalion #History #USA #Ukraine️warwar #Pelosi #Biden #borisjohnsoninindia https://t.co/rVejV9k50J",1
1444,"Is this moron trying to start WWIII or is he just following the script he has been given by the corrupt western establishment?

https://t.co/vxtn4dPWfg

#IStandWithRussia",1
1445,"@jaleeldgk @mfa_russia @StateDept @RusEmbUSA @USEmbRuPress @eDipAtState @natomission_ru @NATO @USNATO @jensstoltenberg #WW3 has already started. 

The Nazi USA-NATO alliance is basically the satanic Jewish oligarchy.

Humanity is awakening and will defeat them Nazis. 

#IStandWithRussia 🇷🇺",1
1446,"Stand With Ukraine | Times Square | Manhattan⁠
⁠
#StandWithUkraine #stopputinNOW #TogetherWeAreUkraine #protest #streetphotography #bw #monochrome #украина https://t.co/OnKcXfpRPI",0
1447,"#StandWithUkraine 🌻

RISE UP AGAINST PUTIN!

STOP the WAR!

#ResistanceUnited #ONEV1 Z21 #wtpBLUE https://t.co/7efqSZ4P1E https://t.co/lntvHbGjTM",0
1448,@IAPonomarenko @anton_neulinger Congrats and keep the spirits up! Best wishes from #Austria #StandWithUkraine,0
1449,@Mike_Pence I'm all for it! #stop Putin#stand with Ukraine 🇺🇦,0
1450,Imagine if the world punished you for the wars of your government... What's happening to Russian sports people and civilians is vile... #IStandWithRussia,1
1451,"All donations will be sent to a special fundraising account to support the Armed Forces of Ukraine 🇺🇦 

#StandWithUkraine #StopWar #NFTs #NFT #nftcollectors #NFTcollections 

https://t.co/qPZhT43HS3 via @opensea",0
1452,"@ZelenskyyUa is right. Every Ukrainian death from this point on is partly on the west.
Don't allow war fatigue to stop your sense of injustice, don't stop sparing what you can afford. Tell your government.
#EnoughIsEnough #STANDWITHUKRAINE  #StopRussianAggression https://t.co/OoiuX8r4dm",0
1453,"Stop the war.
3.2.22

#StandWithUkraine
#StopTheWar
#NoWar https://t.co/Rgq8jWojxT",0
1454,"Chris Hani, We Salute You ✊🏽✊🏽✊🏽!!!

#IStandWithRussia 🇷🇺 https://t.co/LHCtVAsuqc",1
1455,@AlexPadilla4CA Reject Russian oil. Let the US oil reserves flow. Reapprove the Keystone pipeline. Stand with Ukraine.,0
1456,"Canada’s Conservatives have a long track record of standing up for Ukraine and other allies in the region in the face of Russian aggression. We call on the Trudeau Liberals to extend and expand Ukraine's capabilities to defend against Russian aggression.

#StandWithUkraine https://t.co/WaXPRyCq5A",0
1457,"Azov Nazis being sent to hell by #Russian forces, Mariupol.

#nazisinukraine #NaziUkraine #AZOVNAZIS #ZelenskyWarCriminal https://t.co/HXeOyg06rb",1
1458,"‼ ️ Border guards ensured the evacuation of crew members of sea vessels

  The full-scale war with Russia suddenly caught not only Ukrainians, but also foreigners who were transported by sea.

#StandWithUkraine
 #StopPutin #StopRussia #worldwithus #UkraineUnderAttask #Ukraine https://t.co/d335OZ1DNt",0
1459,@AdamKinzinger You won't stand with Ukraine....if by some off chance you are activated you will be safely flying out of harm's way.🤦‍♂️,0
1460,"Ukrainian protesters take to the streets in Kherson, the city occupied by Putin's forces. Early Saturday, they gathered in Liberty Square, in the city center. #bravery #democracy
#StandWithUkraine https://t.co/MDPgRiWxHm",0
1461,"@toleratingchaos @jimmy_tho @Reuters Yes, maybe you are right. If there will be a humanity... If Putin is not stopped now!  That's the reason why this is not only Ukraine' war, they fight for privileges which we got much easier,but also for the humanity in us. I am not sorry I stand with Ukraine on this one!",0
1462,"@mtracey Remember, war still rages within Syria, where U.S. and RU forces operate in close proximity of each other.  

I wonder if the ""I stand with Ukraine"" crowd will once again be manipulated to focus their ire in that direction to ""save the Kurds"" as well, Michael?",0
1463,What exactly does all this I stand with Ukraine do to help them? #ItisNOTenough,0
1464,"@marcorubio America invaded Ukraine in 2014 and installed a criminal  puppet , the neo nazi Azov battalion attacks ethnic russians in eastern Ukraine. Support Putin and be on the right side of history. 🇷🇺🇷🇺🇷🇺🇷🇺👍👍👍#istandwithrussia",1
1465,May the #truth be told... #IStandWithRussia https://t.co/Ltg8Y5AW8F,1
1466,@cafreeland loves the Ukrainian #NaziUkraine and Nazis. She is a jew hater #antisemit,1
1467,"The leader of the @partivertqc repeats Putin’s propaganda word for word. What do @ElizabethMay and the @CanadianGreens think of this? Do they #StandWithUkraine, as the @europeangreens do, or risk becoming Putin apologists like @DRJillStein in the US? https://t.co/47EzdYMZ1c",0
1468,The United States must stand with Ukraine. https://t.co/D4IQrVrFKr,0
1469,"😎🇺🇦😷 Ever wondered, what *giving aid &amp; comfort* to an enemy of the United States looks like?

Take a closer look at ""GOP"" sens. Rubio &amp; Daines!

#StandWithUkraine vs #Treason #PutinAggression https://t.co/Opmu2KGmGD",0
1470,"@LucasFoxNews @V1ktor Or they ran out of gas / food and possibly joined #Ukraine to fight with #UkraineHeroes and #FightForDemocracy instead of being slaves for #Putin and #PutinsPuppets? 

#StandWithUkraine #DemocracyMatters",0
1471,"#Ukranian artillerymen succesfully destroyed #Russian occupiers armoured vehicles. 

#Ukraine #StandWithUkraine #Kyiv #Kherson #Kharkiv #Mauripol #Odessa https://t.co/AdU32Iva1X",0
1472,"Omg. Some leader somewhere, save Ukrainian people,families, babies, their lives. #StandWithUkraine #SaveUkraineNow",0
1473,"it's white world war III

where's this paralysis coming from?

we've known this all along for decades

so why are we allowing them still to get extremely wealthy from other peoples lives?

we don't need to die to go to hell because we already there

white hell 

#IStandWithPutin https://t.co/eSrRG6zPm1",1
1474,"To say #StandWithUkraine or #Istandwithputin is saying you stand for despotism, oligarchy, corruption, and authoritarianism. 

If you believes this and you follow me, please unfollow me now

#IStandWithUkraine #PutinWarCrimes #IStandAgainstPutin #POTUS",0
1475,"My message: explore your past to understand your future. So let’s learn Ukrainian history. It helps to realize that we’re insuperable if we’re together.

#StandWithUkraine 👋 https://t.co/zFiJYqMQLm",0
1476,"“Nice shootin’, son”.

#SlavaUkraini
#StandWithUkraine https://t.co/yBOHKk8BIv",0
1477,@SAPsanY4 @verkhovna_rada Ukrainians never believe tear. ✊✊✊To kill every Russia invader anywhere at any time.⚔️⚔️⚔️All over the World Stand with Ukraine  &amp; God with Ukraine🇺🇦🇺🇦🇺🇦💪💪💪,0
1478,Five things to consider when donating to Ukraine #StandWithUkraine 🇺🇦 https://t.co/XyrSv6uWzc,0
1479,"Ukraine-Russia Talks ""Can't Be Only European Or American"": EU To China China should mediate future peace talks between Russia and Ukraine, EU said. China should mediate fu... #StandWithUkraine https://t.co/MdSd7z9ZVx #Ukraine",0
1480,"@Denyo666 Slowly but always moving forwards. 
#IStandWithRussia",1
1481,And these #NaziUkraine thugs are sweet little angels https://t.co/8349BuVlWT https://t.co/LjamZqu7tO,1
1482,"Funny how we are told that Russia is loosing. But here we see it's just the opposite. If you're getting billions in weapons aid, maybe nazis should always lose? #NaziUkraine https://t.co/HNd9ISafDU",1
1483,"Russia poised to deploy up to 1,000 more mercenaries to Ukraine as official warns Moscow could 'bombard cities into submission' - CNN  #DemocracyNotAutocracy #StandWithUkraine  https://t.co/BIU1qpqIQY",0
1484,@xHeckKTx @fkdindahead420 @WPLGLocal10 Horrible fake account supporting #NaziUkraine,1
1485,@mrk6817 @BetoORourke Like it or not perception is in play. Beto will have 7-months to convince Texans that he is just moderate enough. The Texas GOP is in total chaos. This also benefits Beto.  It will be very interesting to watch.,0
1486,"#Ukraine's people are THE definition of ""I didn't come here to fight, but I didn't come to lose either."" #Badass #WeStandWithUkraine #StandWithUkraine #WeAreWithYou &lt;3 Please don't forget to hit up the #charity #linktree &lt;3 https://t.co/dKR0QtvkHF",0
1487,@MakarGasanov Putin is Trump's idol. @Russia need to overthrow him ASAP. Stand with @ukraine! #StandWithUkraine,0
1488,The Dutch conservative party @fvdemocratie Forum voor Democratie is interested in the origin of the $850 million fortune of #ZelenskyWarCriminal. He made most of this money after becoming the president of #NaziUkraine.,1
1489,"@KKojzar @oko_press Dear @WetGIW - it is your turn to solve this mess. It shouldn't take more than a phonecall: https://t.co/uFXgbDtf05 
This is not the time for bureaucratic pettiness. #StandWithUkraine. And with those felines. 

#CatsOfTwitter",0
1490,"This explains all 👉 #UkraineRussiaWar isn't about Russia Vs Ukraine but Russia Vs USA via NATO.

Biden in 1997 thought its a Joke, but in 2022 its happening. Russia is not only looking into China but ofcoz Iran, India and korea. 
#istandwithrussia
#iSupportRussia https://t.co/FkkJVFThxz",1
1491,"@ItalyMFA 

Well done Italy !!! 

#StandWithUkraine 

https://t.co/TJYYBCxqSR",0
1492,"The US knows Ukraine can't win, NATO knows Ukraine can't win, Zelenskyy knows Ukraine can't win, what they do know is they can make a shit load of money and they can make citizens believe that arming Nazis to prolong this war is a good idea #NaziUkraine",1
